,Title,Address,Rent(Rs),Deposit(Rs),Size(Acres),Furnishing,Property age,Available for
880,"3 BHK in standalon building, Nungambakkam","Ponnangipuram, Tirumurthy Near Sri Prasanna Venkatesa Perumal K ...",26000,200000,1350,Semi Furnished,>10 years ,Family
881,2 BHK in Raghunathapuram,"Standalone Building, Mangadu, Bajanai Koil Street, Near Prasanna ...",7250,40000,1007,UnFurnished,5-10 years ,Family
882,"1 BHK in Kalyan's temple way near Ayyappan temple perambur, Peram ...",Gurumoorthy Garden Street Near Ayyappa Temple,11000,110000,768,Semi Furnished,>10 years ,Family
883,"3 BHK in Lancor The Central Park, Old Mahabalipuram Road","Old Mahabalipuram Road, Sholinganallur, Chennai, Tamil Nadu, Indi ...",28000,100000,1799,Semi Furnished,5-10 years ,Family
884,"1 BHK in Swarna Apartment, Perambur","Aper Mills Road, Gopal Colony, Near S2 Cinemas Perambur",7000,60000,500,UnFurnished,5-10 years ,Family
885,"2 BHK in Shree Subiksha Estate, Choolaimedu","Bajanai Koil 3rd Street, Near Gill Nagar Park And Diya Beauty Par ...",14000,75000,650,Semi Furnished,>10 years ,Family
886,"3 BHK in Acacia Krishna Kamalam, Anna Nagar West","No.1892, I-block, 18th Street, Thiruvallur Kudiyiruppu, Anna Naga ...",50000,300000,2000,Semi Furnished,Newly Constructed,Family
887,"1 BHK in Rajeshwari apartments, Madhanandapuram","(tharapakkam) Madha Nagar Main Road, 8th Street Near Karpaga Vina ...",7500,50000,550,Semi Furnished,5-10 years ,All
888,2 BHK in Vellakkal,"Standalone Building, Medavakkam Main Rd, Near Velakallu Bus Stop, ...",13000,78000,1000,Semi Furnished,5-10 years ,Family
889,"3 BHK in Millennium Central, Korattur","Periyar Nagar Central Avenue, Korattur, Chennai.",20000,150000,1250,Semi Furnished,1-3 years ,All
890,2 BHK in Thiruvanmiyur,"Independent House, Kalakshetra Rd, Near Kalakshetra Foundation",15000,50000,800,Semi Furnished,5-10 years ,Family
891,2 BHK in West Mambalam,"Standalone Building, South Kavarai St, Near Srinivasa Theatre",12500,50000,600,Full Furnished,>10 years ,Family
892,"3 BHK in Prestige Bella Vista, Porur",", Mount Poonamalle High Rd, Pushpa Nagar, Iyyappanthangal, Chenna ...",30000,250000,1938,Semi Furnished,Newly Constructed,All
893,"2 BHK in Dsr Nehaa Sree Flats, Nanmangalam",Dsr Nehaa Sree Flats,9500,50000,787,UnFurnished,5-10 years ,All
894,"2 BHK in Kgeyes Venkatam, Raja Annamalai Puram","Govindaswamy Nagar, R.a. Puram, Chennai-600028, Tamil Nadu, India ...",27000,150000,900,Semi Furnished,>10 years ,Family
895,"2 BHK in Sangara homes, Kundrathur",Sakthi Nagar Near Thiru Ooraga Perumal Temple,7000,50000,713,UnFurnished,1-3 years ,Family
896,"1 BHK in Ravi Enclave, Nanganallur, Chennai, Tamil Nadu, India",Kk Nagar 2nd Street,15000,75000,500,Full Furnished,3-5 years ,All
897,2 BHK in Velachery,"Independent House, Tnhb Main Rd, Near State Bank Of India",16000,96000,950,UnFurnished,3-5 years ,Family
898,"3 BHK in India Bulls Apartment, Medavakkam","Jalladianpet, Perumbakkam Main Rd, Vgp Prabhu Nagar Near Nilgiris ...",18000,100000,1750,Semi Furnished,5-10 years ,Family
899,1 RK in Porur,"Standalone Building, Jaya Nagar, Near Vetri Driving School Porur",3000,20000,250,UnFurnished,3-5 years ,Bachelors
900,"2 BHK in Sri Skanda Nivas, Madipakkam",Ram Nagar Near Ramar Kovil,15000,75000,1050,Semi Furnished,3-5 years ,Family
901,1 BHK in Shenoy Nagar,"Standalone Building, East Club Rd, Kvn Puram, Near Swimming Pool",11000,50000,700,UnFurnished,Newly Constructed,All
902,"3 BHK in Annai Sai, Madambakkam","Shanthi Nikethan Colony, Near Government High School",13000,90000,1100,UnFurnished,1-3 years ,All
903,"2 BHK in Gt Cholayil Residency, Koyambedu","Poonamallee High Road, Pillaiyar Koil St, Koyambedu, Chennai, Tam ...",18000,120000,1225,Semi Furnished,5-10 years ,Family
904,"2 BHK in Nabin Homes, Perumbakkam",Near Chettinadu Villas And Advent Christian Church,9500,60000,750,Semi Furnished,5-10 years ,Family
905,2 BHK in Egmore,"Independent House, Komaleeswaranpet, Near Egmore Court, And Chief ...",-,1200000,600,UnFurnished,>10 years ,Family
906,"1 BHK in Akshaya Apartments, Alwarpet","Tt Krishnamachari Rd, Near Boston International School",18000,100000,650,UnFurnished,>10 years ,Family
907,"1 BHK in indian flats, Shenoy Nagar",East Club Road Near Confianza Finishing School,11500,50000,550,UnFurnished,5-10 years ,All
908,"3 BHK in Salama Enclave, Saligramam",Kumaran Colony Near Ssr Pankajam Gardens,23500,100000,1185,Semi Furnished,>10 years ,Family
909,"2 BHK in Shree Appartment, Madipakkam","Bazaar Main Rd Sadasiva Nagar, Near Saraswathy Multispeciality Ho ...",16000,100000,750,Full Furnished,5-10 years ,All
910,1 BHK in Old Washermanpet,"Standalone Building, Mcm Garden, 1st Street Near Maharani Theater ...",6000,60000,500,UnFurnished,1-3 years ,All
911,"2 BHK in Puzhuthivakkam, GaneshNagar, 6th Street","Independent House, Balaji Nagar Main Rd,near Vyasa Vidyalayam Ma ...",11000,60000,900,UnFurnished,>10 years ,Family
912,1 RK in Adyar,"Independent House, Indira Nagar,near Bril Inks Factory",5000,20000,220,UnFurnished,>10 years ,All
913,"2 BHK in Karthick Apartment, Velachery","Ram Nagar, Ramnagar South, Dhadeswaram Nagar, Near Thangam Metal ...",17000,100000,850,Semi Furnished,5-10 years ,Family
914,"2 BHK in Kings Park Apartments , Kodambakkam",Near Kodambakkam Power House,20000,150000,1200,Semi Furnished,>10 years ,Family
915,"2 BHK in Sai Sakthi Flats, Ambattur","15th Avenue, East Banu Nagar Near Tata Communications",12000,60000,875,Semi Furnished,5-10 years ,Family
916,1 BHK in Ambattur,"Standalone Building, N Park St Venkatapuram, Near Perunthalaivar ...",6000,40000,400,UnFurnished,3-5 years ,All
917,2 BHK in Vadapalani,"Standalone Building, Jawaharlal Nehru Salai, Near Sims Hospital",13500,60000,1200,Semi Furnished,>10 years ,Family
918,"2 BHK in SRI VARI HOMES, Manapakkam","Mettu Colony Manappakkam Main Road, Nehru Colony, Ambedkar Nagar, ...",14000,85000,969,Semi Furnished,3-5 years ,All
919,"2 BHK in Ratna Gardens, Thoraipakkam","Kotivakkam, Raju Nagar, Near Aazhikandeswarar - Sivan Temple, Gui ...",18000,50000,1600,Semi Furnished,3-5 years ,All
920,"3 BHK in Appaswamy Cityside Apartment, Perungudi","Appaswamy Cityside Apartment, Omr , Perungudi, Chennai, Tamil Nad ...",32000,200000,1360,Full Furnished,3-5 years ,Family
921,"2 BHK in Sri Mahalakshmi Apartments, Adambakkam","City Link Road, N.g.o. Colony, Ganesh Nagar, Adambakkam, Chennai, ...",12000,50000,700,UnFurnished,>10 years ,Family
922,"2 BHK in Vedanshi Apartments, Velachery","Velachery Bypass Rd, Lakshmi Nagar, Velachery, Chennai, Tamil Nad ...",25000,250000,975,Semi Furnished,Newly Constructed,Family
923,2 BHK in Golden Opulence - 2 Bhk & 3 Bhk Residential Apartments I ...,"On P.h.road,nh-4,poonamallee, Chennai, Tamilnadu-600056, Chennai, ...",18000,150000,1100,Semi Furnished,Newly Constructed,Family
924,"2 BHK in ashwin krishna basil, Porur","Meyammai Atreet,ambal Nagar,near Grd Kalayana Mandapam",22000,200000,1000,Semi Furnished,Newly Constructed,Family
925,4 BHK in Adyar,"Independent House, Indira Nagar, Near Flux Fitness Studio",70000,400000,2300,Semi Furnished,>10 years ,Family
926,3 BHK in Sembakkam,"Standalone Building, Near M.a.v. Swimming Pool",15000,750000,1200,Semi Furnished,5-10 years ,Family
927,"2 BHK in Vijaya Garden, Nesapakkam, Chennai, Tamil Nadu, India","Bharathiyar Street, Kaikankuppam, Near Lamech School And Megamart ...",15000,50000,850,Semi Furnished,5-10 years ,Family
928,1 BHK in Pallavaram,"Independent House, Kannabiran Koil St, Periyar Nagar Near Pillaiy ...",-,200000,300,Semi Furnished,1-3 years ,Family
929,"3 BHK in Ssm Nagar, Perungalathur","Alappakam, New Perungalathur, Chennai, Tamil Nadu, India.",15000,90000,1400,Semi Furnished,Newly Constructed,All
930,2 BHK in New Perugalathur,"Standalone Building, Sathyamoorty Road Near Srinivasa Perumal Te ...",10000,60000,840,Semi Furnished,3-5 years ,All
931,"2 BHK in Tamizh, Anna Nagar","Shanthi Colony, Jawahar Colony Near Natesan Institute Of Co-opera ...",25000,150000,1080,Semi Furnished,3-5 years ,Family
932,1 BHK in Perambur,"Standalone Building, 5th Main Road, Jawahar Nagar Near Icici Bank ...",7000,40000,400,Semi Furnished,>10 years ,Family
933,"2 BHK in Arumbakkam, Chennai, Tamil Nadu, India","Independent House, Tsd Nagar1st Main Road",27000,200000,1300,UnFurnished,>10 years ,Family
934,"1 BHK in Madanan Kuppam,","Standalone Building, Mugambigai Nagar, Near Soka Ikeda College O ...",8000,50000,600,Semi Furnished,Newly Constructed,Family
935,"3 BHK in Nityasree, Perungudi","Cbi Colony 7th Cross Street,near Sangford Schools,",27000,100000,1350,Semi Furnished,5-10 years ,Family
936,1 RK in Koyambedu,"Standalone Building, Sentamil Nagar Near Dayasadan Agarwal Vidyal ...",4000,20000,200,UnFurnished,3-5 years ,Bachelors
937,2 BHK in Pallavaram,"Standalone Building, Near Sivandhi Adhithanar Kalyana Mandapam",10000,60000,700,UnFurnished,3-5 years ,Family
938,3 BHK in Injambakkam,"Independent House, Vgp Golden Beach Resort, Injambakkam, Chennai",28000,120000,1600,Semi Furnished,Newly Constructed,Family
939,2 BHK in Choolaimedu,"Standalone Building, Gangai Amman Koil Street Near Nungambakkam A ...",15000,100000,750,UnFurnished,5-10 years ,Bachelors
940,"2 BHK in Thendral, Adyar",Indira Nagar Near Cee Dee Yes Super Shoppee And Nu Tech Creche,28000,168000,750,Full Furnished,1-3 years ,Family
941,2 BHK in Kanathur,"Independent House, East Coast Rd Near Amet University",20000,80000,1500,Semi Furnished,5-10 years ,Family
942,1 RK in Saidapet West,"Standalone Building, West Jones Rd, Near Jayaraj Theatre And Csr ...",3500,15000,200,UnFurnished,>10 years ,All
943,2 BHK in medavakkam,"Independent House, Venkateshwara Nagar Main Road",15000,90000,990,Semi Furnished,5-10 years ,Family
944,"2 BHK in Radiance Empire, Perambur","Door No. 9 ?a? To 9?o?, Stephenson Road, Perambur, Chennai, Tamil ...",20000,200000,940,Semi Furnished,Newly Constructed,Family
945,"2 BHK in Raja's Pride Apartment, Chromepet","15th Cross Street, New Colony,mit Flyover, Near Pachaiyappa Pharm ...",16000,60000,910,UnFurnished,Newly Constructed,Family
946,"2 BHK in Marutham Apartments, Thiruvanmiyur","Marutham Apartments, 3rd Main Rd, Valmiki Nagar, Kannappa Nagar, ...",15000,90000,770,Semi Furnished,5-10 years ,All
947,2 BHK in Tambaram,"Standalone Building, Near Sanatorium Railway Station Bike Stand,i ...",12000,120000,700,Semi Furnished,5-10 years ,All
948,"2 BHK in Jean House, Chetpet","Jayavinayagar Koil Street, Near G 7 Chetpet Police Station",15000,150000,750,UnFurnished,5-10 years ,All
949,2 BHK in Perumbakkam,"Independent House, Pushkin Street, Arasankazhani, Near Oxygen By ...",18000,180000,1400,UnFurnished,Newly Constructed,Family
950,3 BHK in Vengaivasal,"Independent House, Sabapathy Nagar, Near Anjaneyar Koil",25000,150000,2100,Semi Furnished,Newly Constructed,Family
951,"1 BHK in sai krupa appartments, Pozhichalur","Rajajistreet,moovar Nagar,",10000,20000,600,Semi Furnished,Newly Constructed,Family
952,"1 BHK in Puthagaram Colony, Madura Madanan Kuppam, Chennai, Tamil ...","Independent House, Puthagaram,sri Lakshmi Amman Nagar,near Meenak ...",5500,55000,550,UnFurnished,Newly Constructed,Family
953,"2 BHK in Prince Island, Porur","Ramachandra Nagar, Near Sri Ramachandra Hospital",22000,198000,1150,Semi Furnished,Newly Constructed,All
954,"3 BHK in Appaswamy Mapleton, Pallikaranai","Velachery - Tambaram Main Road, Narayanapuram, Pallikaranai, Chen ...",20000,200000,1322,Semi Furnished,1-3 years ,Family
955,"3 BHK in Shanthi Sagar Apartment, Valasaravakkam","Fathima Nagar, Near Ceebros Park",17000,90000,1051,Semi Furnished,>10 years ,Family
956,"4 BHK in metro zone, Anna Nagar",Awaharlal Nehru Salai Near Vcare Hospital,60000,1,2662,UnFurnished,3-5 years ,Family
957,3 BHK in Triplicane,"Standalone Building, Svm Nagar, Police Quarters, Near Al Malick M ...",15000,100000,780,Semi Furnished,>10 years ,All
958,"2 BHK in Indira Tulips, Selaiyur","Selaiyur, Chennai, Tamil Nadu, India.",10000,25000,988,Semi Furnished,3-5 years ,Family
959,"2 BHK in Ramachandran flat, Selaiyur","Kaspapuram, Near Lydia Matriculation School",1000,60000,950,Semi Furnished,Newly Constructed,Family
960,1 BHK in Porur,"Standalone Building, Ramachandra Nagar, Near Sri Ramachandra Coll ...",12000,120000,600,Semi Furnished,Under Construction,Family
961,2 BHK in Porur,"Standalone Building, Ramachandra Nagar, Near Sri Ramachandra Coll ...",18000,180000,925,Semi Furnished,Under Construction,Family
962,2 BHK in Ayappakkam,"Independent House, Ambattur, Mgr Puram West,near Bbcl Navarathina ...",8000,50000,650,UnFurnished,Newly Constructed,All
963,"3 BHK in Casagrand Elan Rd, Semmancheri","Casagrand Elan Rd, Semmancheri, Chennai, Tamil Nadu 600130, India ...",19500,190000,1640,Semi Furnished,Newly Constructed,Family
964,"2 BHK in Rc Royal Grande, Thirumullaivoyal","Near Kendra Vidhyalaya, Thirumullaivoyal, Chennai, Tamil Nadu, In ...",10000,50000,890,Semi Furnished,3-5 years ,All
965,"2 BHK in Goodwill Apartments, Mogappair","Goodwill Apartments, 3rd Block Road, Mogappair West, Mogappair, C ...",13000,130000,1050,Semi Furnished,Newly Constructed,Family
966,"1 BHK in Harihara Apartment, Hasthinapuram",Ramachandra Iyer St Near Bharat Petroleum,7500,30000,565,UnFurnished,>10 years ,All
967,"3 BHK in Urban Tree Oxygen, Arasankazhani, Perumbakkam","Nookampalayam Road, Off Gandhi Nagar Society Main Road, Perumbakk ...",16000,100000,1145,Semi Furnished,Newly Constructed,Family
968,"2 BHK in Ananya, Iyyappanthangal","Moovendhar Nagar,noombal Icon Near Sri Chaitanya School",10000,60000,800,Semi Furnished,3-5 years ,All
969,1 BHK in New Perungalathur,"Independent House, K.k. Nagar, Old Gst Rd, Peerkankaranai, Near O ...",7500,30000,300,Semi Furnished,Under Construction,Family
970,2 BHK in New Perungalathur,"Undisclosed, K.k. Nagar, Old Gst Rd, Peerkankaranai, Near Om Prak ...",15000,50000,800,Semi Furnished,Under Construction,Family
971,"2 BHK in NF Flats, Otteri",Santhiappan Street Near Otteri Police Station,14000,200000,700,UnFurnished,Newly Constructed,Family
972,2 BHK in Madhavaram,"Standalone Building, Kilburn Nagar, Near Corporation Bank",12000,72000,775,Semi Furnished,1-3 years ,Family
973,1 BHK in Pallavaram,"Standalone Building, Yasin Khan St, Near Kavitha Matriculation Sc ...",6500,25000,400,UnFurnished,>10 years ,All
974,2 BHK in Madhavaram,"Independent House, Madhavaram Near Kc Toshniwal Vivekananda Vidya ...",9500,95000,650,UnFurnished,1-3 years ,Family
975,"2 BHK in Rams Flats, Kodambakkam","Gopala Menon Street, Akbarabad, Near Baba Matriculation School",20000,100000,900,UnFurnished,>10 years ,Family
976,2 BHK in Valasaravakkam,"Independent House, Alappakkam Main Rd, Karpaga Vinayagar Colony,n ...",10000,50000,850,UnFurnished,>10 years ,Family
977,"2 BHK in Mullai apartment, Thiruvanmiyur",Valmiki Nagar Nagar Near Sai Baba Temple,18000,75000,900,Full Furnished,Newly Constructed,All
978,1 BHK in Injambakkam,"Independent House, Bethel Nagar,, Near Saint John's International ...",6500,30000,500,Semi Furnished,1-3 years ,All
979,2 BHK in Mugalivakkam,"Standalone Building, Madha Nagar Extn, Mugalivakkam Main Rd Opp A ...",20000,120000,1220,Semi Furnished,Newly Constructed,Family
980,"3 BHK in sree sari building, Sri Iyappa Nagar","Chinmaya Nagar,nerkundrum Main Rd, Near Vinayaga Supermarket",25000,250000,1450,Semi Furnished,3-5 years ,All
981,2 BHK in Korattur,"Independent House, Kr Nagar Park Near Dr Nalli Kuppuswami Vivekan ...",14000,75000,1000,Semi Furnished,1-3 years ,Family
982,"1 BHK in Ram Soundarya, Palavakkam","Maniammai Street, Palavakkam, Chennai-600041, Tamil Nadu, India.",10000,50000,680,UnFurnished,5-10 years ,Family
983,"2 BHK in Sterling Bhandari Appartment, Goparasanallur","No 101/1b, Village,poonamallee Taluk, Goparasanallur, Chennai, Ta ...",16500,100000,1040,Semi Furnished,Newly Constructed,Family
984,"2 BHK in Green garden, Ambattur","Ambattur Red Hills Rd, Near Tata Communications",9000,45000,920,Semi Furnished,Newly Constructed,Family
985,"2 BHK in Vjs Kumaran Bhaaghya, Adyar","Adyar, Chennai-600020, Tamil Nadu, India.",45000,400000,1800,Full Furnished,3-5 years ,Family
986,"2 BHK in Priyanka Apartments, Chromepet",Kollai Pillai Street Near St.mark's Matriculation Higher Second ...,7500,50000,600,UnFurnished,3-5 years ,All
987,"1 BHK in Kochar Homes, Ambattur","Ambattur Industrial Estate Rd Sai Nagar, Near Ambattur Industrial ...",18000,200000,800,Full Furnished,Newly Constructed,All
988,"2 BHK in Janaki Aparments, Sembakkam","Hasthinapuram Near Varasidhi Vinayagar, Vembuli Amman Kovil",7500,48000,950,UnFurnished,1-3 years ,Family
989,"1 RK in TNHB Flats, Taramani","Nehru St, Kanagam, Near Tharamani Police Station",5000,20000,210,UnFurnished,>10 years ,All
990,1 BHK in Tambaram,"Independent House, Kulasekaran St, T Near Ration Shop",9000,50000,400,Semi Furnished,5-10 years ,Bachelors
991,3 BHK in New Perungalathur,"Independent House, Muthusamy Street Near Kasturi-shanmuga Hall,",15000,90000,1000,Semi Furnished,5-10 years ,Family
992,3 BHK in Pammal,"Independent House, 7th Cross Street And Nallathambi Main Road, Yy ...",75000,225000,1908,Full Furnished,Newly Constructed,Company
993,"2 BHK in standalone bulding, Vyasarpadi","Rathinam Street Nagammai Nagar, Near Hyderabad Briyani",8500,51000,700,Semi Furnished,5-10 years ,Family
994,"3 BHK in Not Disclosed, Chromepet","Hastinapuram ,balaji Nagar, South Street Near Sri Lakshmi Narayan ...",15000,50000,1100,Semi Furnished,5-10 years ,Family
995,"2 BHK in Maha Flats, Velachery","Bhuvaneshwari Nagar, Velachery, Chennai, Tamil Nadu 600042, India ...",20000,100000,810,Semi Furnished,>10 years ,All
996,3 BHK in Medavakkam,"Independent House, Green Court,near Jeyachandran Textiles",15000,45000,1500,UnFurnished,>10 years ,Family
997,2 BHK in Ashok Nagar,"Standalone Building, Ashok Pillar, Indira Colony Near Kfc ,",15000,100000,900,UnFurnished,>10 years ,All
998,"3 BHK in Sis Danube, Pallikaranai","Pallikaranai, Chennai - 600100, Tamil Nadu, India.",18000,108000,1500,Semi Furnished,3-5 years ,Family
999,"3 BHK in Heeranandani upscale, Egatoor","Uthandi,near Imperial Towers",28000,170000,1400,Semi Furnished,1-3 years ,All
